,comp2,comp3,comp4
HW066464.1.1512,-0.015003352136742963,-0.02917468424052629,-0.0043131923235146365
JN867384.1.1518,0.009396235595817004,-0.0065751790065813115,0.004106788040491353
JPJD01000056.3683.5194,-0.02640711348854626,0.04790048188468638,-0.049091321737348106
AAXA02000014.354465.355983,0.007551797929261956,0.03357372929967845,-0.02502036549740557
AB506422.1.1523,-0.008846465041096273,-0.010413977977641029,-0.006376205846646339
AB559603.1.1522,-0.006914948546192842,0.009465518143371383,0.003632333101540896
AB627664.1.1523,0.10888148139496241,-0.04602931442954362,-0.01792481231227955
AB969484.1.1523,0.025222122044518624,0.0006167832979602068,-0.03358988364394269
ADLR01000157.173.1691,-0.0977237675388727,-0.021092434914583683,-0.03397015483838696
CP011391.1021283.1022806,0.04146761135326729,0.03163715592894974,-0.006140407997755962
CVUG01000013.3917.5427,0.0019228624072282106,0.019153726285632763,0.006600460093670215
FLKC01000014.123770.125280,-0.01785477940095397,0.04529485633153887,-0.008580826748792068
FMET01000007.119434.120944,-0.008325362912524434,0.0006117029890736987,0.005195461460839429
HK693827.8.1518,-0.007726462670539833,-0.00806664263548927,0.002976264457690161
HK694229.2.1512,-0.08330012136774242,-0.026087217626765604,-0.030168466280977455
HM123987.1.1511,-0.00048755638895430414,-0.0018970356070181693,0.00028603070778407885
JQ083789.1.1511,0.030530508795880776,-0.022942750803011103,-0.033995806294527114
LC028793.1.1523,0.017478082557609926,-0.03630710135337283,-0.005352164997891473
LC028891.1.1523,-0.0076880620704211184,-0.0013834995684663873,0.0051118789801958674
LT622246.247875.249393,-0.007210768692256135,-0.008670852486485869,0.0074384742190229305
AB506256.1.1522,-0.0033349840473875085,-0.0017118140901598113,0.0006637582207605487
AB606269.1.1510,-0.0025829538656165175,0.013718034574617689,0.001539657767607813
AB626959.1.1510,-0.0017585060655186907,-0.0008587840107932898,0.00019769038597748507
AB627637.1.1522,-0.0005550753951681544,-0.02188762745997904,-0.000292524063212057
AB700368.1.1510,0.0006027460012741965,-0.013956221873372756,0.004213347431436833
AB969374.1.1522,0.0013245849936760709,0.0005295671199734541,0.008031613888927208
AB969456.1.1522,-0.012420548857950608,-0.000994229222896813,0.00241366827795417
AY395014.1.1510,0.004007317189077932,-0.006635229937865866,0.0037543921822137706
BAIC02000310.62.1571,-0.09946084142536435,-0.010273296368742964,-0.03598946457767642
CCIZ01000013.190076.191585,-0.011317892353491303,0.0014535606060154722,0.0011894380389484978
CDPQ01003778.246.1755,-0.00478902567137973,0.007869690609318863,0.010162284911639324
CDZQ01043683.912.2421,-0.006866886532717653,0.0037760308592564695,0.002419991248324364
GU303692.1.1510,-0.0029766959525415267,0.0006808280245825497,0.00010664576557268742
JQ083849.1.1510,0.01717491616912368,-0.024968199929799137,-0.02962990951959294
JQ084535.1.1510,0.09027914668559846,0.07818870450183976,-0.03142184785475414
AATE01000140.61.1569,-0.003595576211529782,0.0006006388981902022,3.2638055041327895e-05
AB969365.1.1521,0.04666066204430453,0.0068515099801993926,-0.021953418964563733
AB969387.1.1521,0.01696351996489421,-0.018783941030996894,-0.0691339736060114
AGXT01000041.79243.80759,0.006622326141122836,-0.009998670457608367,0.003381137572893983
AGXU01000010.481004.482520,0.0021589467456784423,-0.013936687095834321,0.004989500823607848
AM278246.1.1509,0.01063092365348734,-0.013578167793345128,0.011377863559006359
ASTC01000013.23144.24660,0.0714466687874273,0.0018531904553367078,-0.05016012715971257
CDYN01012203.1756.3264,0.0013993758177105583,0.0212270897677556,0.0058888220661401265
CP015401.3482423.3483958,0.03874208450585694,0.09456041683550617,-0.08094388473013327
CXSE01001446.1371.2879,-0.004017648099592564,-0.013431482093098308,0.003285153211627164
EU622702.1.1510,-0.003800919936947768,0.006330323534043743,0.0014732586382900969
EU791133.1.1509,0.008268735103368608,0.006528169834803992,-0.023741099187718495
FAUJ01000006.3367.4875,-0.01193366297003756,-0.005988123570441972,-0.014268375776891443
FJ880330.1.1509,0.0016439859916630496,-0.028820876548212956,-0.004860576561545088
FPLN01005735.18.1526,-0.004605541057199372,-0.003730206020096685,0.0019466177900153351
JX218560.1.1509,-0.010130996611888054,0.008904459621501819,0.0016566591679979814
KJ910368.1.1509,-0.0027867941161913655,-0.0033764054105587297,0.010736724714413106
KM819138.1.1509,-0.001928449254249749,0.0028666097284315854,0.012485192512755407
LC028631.1.1521,0.013580789625202632,-0.007903891030867154,0.005775142717528412
AB185701.1.1523,0.01418545429111618,0.009367160919014203,0.0028103065554677784
AB627539.1.1520,-0.004509135238778727,-0.001428586191196151,0.0008067634515536263
AB700369.1.1508,0.0779298252316108,0.042192308122622924,-0.021780077739187557
AY854295.1.1520,-0.00851050955428514,0.013961507577223411,0.009008631549338607
BAIW01000188.173.1680,-0.02024024251668539,0.04992311030118875,-0.1391521535520682
DQ905425.1.1508,-0.011705696211944033,0.004284935638421433,0.0034251759078536624
EF406426.1.1509,-0.01090242589326487,-0.0009069063326453745,0.0013705334857235984
EF406639.1.1509,-0.011665618401115723,0.04909549703097104,-0.010456608043440464
EF406803.1.1509,-0.011014464880318743,0.023027851754878828,-0.090801187173054
EF604623.1.1508,-0.004106069057525735,0.002660485872011026,-0.0019026486025829862
EF604624.1.1508,-0.0012017972009370703,0.006014749171530182,0.0006883646794024939
EU344936.1.1508,0.0031344452845020977,5.721803379503425e-05,0.0006684704741753788
FMGF01000006.87362.88869,-0.003437544716380526,0.005940104934443257,0.002575798840661834
FPLP01001157.2.1509,-0.005563275466766875,0.01415150230786444,-0.00286371010074816
HK693800.3.1510,0.012900555644982742,0.011306020137403571,0.00907179954514681
HK693810.8.1515,0.013699123135635488,-0.0025502815637515473,0.006020239905305605
HQ716617.1.1511,0.00902611421653954,0.008828255732770348,0.009897945884042362
JQ405339.1.1508,0.0045062819168859795,0.009157119891736181,0.0035643948664780766
JX218602.1.1508,-0.002274488702850025,-0.0008732770932357247,0.0032912940687986714
KC561111.1.1513,0.006007408380377416,0.006640035806471627,0.002502495961088597
MPKA01000044.182665.184200,0.03431033551428779,-0.002243143590634862,-0.014067776097868308
AB606276.1.1507,-0.0043209141040491455,0.0025232769425873247,0.0021351856898486963
AB622814.1.1518,0.019989561732532565,-0.04760865213611099,-0.04416612715226102
AB626928.1.1507,-8.362512320850367e-05,0.005832803333499457,0.0005982323242140368
ABVO01000045.3575.5089,0.003761069075052701,0.0038787572774328176,0.0011971793223484611
AGZO01000001.452.1966,0.01949148604731915,0.06620618291182251,-0.18496008229816838
AGZO01000011.369833.371347,0.012612570045383336,0.013209830140789334,-0.0037257189277135933
ASTA01000042.17380.18894,-0.010814022180161862,-0.033592167852848846,-0.007595690589483797
AY179349.1.1515,0.009275959429271285,0.004289813904976603,0.002922411608205951
CEBY01043209.9650.11156,-0.004469415559992959,0.018697210716445565,0.010447566619036234
FJ880595.1.1507,-0.0042279273128385635,0.01585144915036042,0.004581491732388462
FMHG01000001.1940143.1941649,-0.07889535460699201,-0.02278393544594914,-0.029692406419863104
FN667449.1.1507,0.001269840492553232,0.0013232152902760688,0.0034975640738712007
FN667456.1.1507,0.003237011395954233,0.0010717192234398307,0.0012063063754673329
FUHT01000001.3690.5196,-0.0005046784711695951,-0.002178796167532047,0.0003021198836575208
AB555202.1.1506,0.0009611138065339654,-0.002963684717113267,-0.03994901968482127
AB622820.1.1517,0.0017111044354862334,0.009611695255770047,0.005387895051132336
BAKJ01000105.14.1519,-4.835225366104421e-05,0.003205885529175705,0.000976714153795386
DQ105656.1.1515,0.0012944655127365878,0.0014876585750367868,0.00041044355487289576
DQ532269.1.1506,-0.0029766959525415267,0.0006808280245825497,0.00010664576557268742
EF406464.1.1508,0.03746545444096361,0.03376478233403958,-0.04577877648522842
EF604131.1.1506,-0.004743734451522383,-0.0032518593337867918,0.002536545540551816
EU844787.1.1523,0.015703682474175317,0.014482948575821525,0.00719924464432495
FM873056.1.1506,0.010014975489133248,-0.0005280312215221625,0.003598176784547191
FMDU01000007.737.2242,0.018611875595221462,0.06410839040557466,-0.05740666174092045
JF833666.1.1507,0.008217673263735356,-0.005709333494299296,0.004189974747244049
AB626943.1.1505,-0.0042976058522585705,0.006177414870159522,0.000999401767739044
ABGD02000032.3011.4523,0.003070389245153605,0.047341134270440635,-0.006759778873087034
AY854369.1.1517,0.005130387950026731,-0.0008719164446315976,-0.0008509160413442804
AY960569.1.1506,0.0009381127118149032,0.003917388469696785,0.003386926808114374
BAHP02000171.687.2191,0.004552941938755073,0.0017744330845721745,0.0013267977475701844
EF406590.1.1506,-0.015323750599801084,0.004360410752031239,0.01086361254474478
EF406710.1.1508,0.014186304281862917,0.027389066122826978,-0.10986088685140888
EF406783.1.1508,0.013062453717018462,0.03834838201053445,-0.08807614253455492
EF406784.1.1506,0.00880408322183409,0.017668121679404274,0.006002982502128336
EU791051.1.1505,-0.009111368814603227,-0.017319544047128408,0.011779293238810577
EU842540.1.1514,-0.007130671629193616,-0.003473837936222088,0.001741938754649217
FJ880301.1.1583,0.001966709574027653,0.002920154007602837,0.00014409326383729192
FJ881328.1.1505,-0.002940275490775378,-0.061661691311688326,-0.009424550850187362
HK555962.10.1514,-0.00562160036261454,9.082848888787101e-05,0.0004881376998173499
HM124223.1.1505,0.003488117650194675,-0.010091781464876326,-0.0004558739563027497
JQ084432.1.1505,0.021286247566285152,-0.015243393714117865,0.0024790628476665695
KF798724.1.1505,0.0016918233881565955,-0.005633273968299687,0.003560694562293416
AB702928.1.1601,-0.0017182747358647202,0.0031745467423702155,0.0021446973648013867
AB969573.1.1524,0.0013429366281522397,0.012105048304671746,0.003245882765129031
ADLF01000023.869.2380,0.004994358036509503,-0.0018222194765734312,0.00906940855453445
BABG01002699.21.1524,0.005148029087661086,-0.011047927233412056,0.0031056707218363204
CDYZ01001807.21.1524,-0.009800448709908658,-0.061002745330525306,-0.03303659668697923
CP015402.2294917.2296466,-0.006086568378557371,-0.0029343763840769706,-0.030423965357151965
DQ777894.1.1513,-0.007501318810902413,0.006437112551042031,0.002039488156793239
DQ815501.1.1504,0.005744443485666853,0.004131290949478504,0.0025614600567373997
EF406575.1.1505,-0.0012613557664447905,0.00019253767318797705,-0.00011550904275158581
FJ880348.1.1504,0.0033022443071118726,-0.02823104758731772,-0.007241385422323198
HQ143308.1.1504,-0.002199124999851482,0.0018628616318949387,0.011793794449992177
KF256013.1.1504,-0.0011159007135881883,-0.00108203399956495,0.003493154241687816
AB559618.1.1515,-0.0018519018322428749,0.007340615882352325,0.00602813690583669
AB606260.1.1503,0.016375140721637267,-0.007545754316895905,0.003828682016647838
AB606270.1.1503,0.015502658636664052,-0.0015470675805931034,-0.0019123512769660146
AB824383.1.1515,-0.0009627702530415427,0.010777347237040803,0.002305864708225976
AB969502.1.1515,-0.046343113889641165,-0.04000437338656442,-0.0361415088830449
DQ905410.1.1551,8.674285533615041e-05,-0.0016435824193534393,-0.0008880162627366723
EF071146.1.1504,0.00994008643824257,0.005950978855197859,0.004001216256610286
EF404985.1.1504,0.010795051204594473,-0.012078575895948618,0.012858492942351193
EF409953.1.1512,-0.04215905655731527,-0.02196622619909311,-0.019547205750843698
FJ879359.1.1503,0.05342706793679312,-0.085515524212342,-0.050847744997782954
JQ084698.1.1503,-0.013035655272660285,0.0021898718380797375,0.0010113855484265065
JX198615.1.1513,-0.007726929317872444,-0.0016447057208492295,0.00643862624255606
AB506315.1.1513,-0.022199340186562846,-0.026200780743888968,-0.011829237332970331
AB627470.1.1514,0.00957637340450783,0.0170206357631374,-0.0255658068476929
AB627651.1.1514,4.1637727201192785e-05,-2.445738345507052e-05,-0.0002654259632123732
AB627700.1.1509,0.008843125792530476,0.005675170361156563,0.0043422252870177515
AB746522.1.1514,-0.01754197131765736,0.007652262162617835,-0.0006680087188686323
AB746559.1.1514,0.016602331053694352,0.014953397051926979,0.007875948534939598
AELB01000337.3.1504,0.003638426655242135,-0.0008219318180640727,0.00365787687715866
EF406505.1.1505,-0.007065759639914692,-0.005054026584248429,0.0019433952651502185
EF406744.1.1505,-0.007155961914059287,0.004728464719913042,0.012229872884373225
EF406800.1.1505,0.0021771108653680623,-0.0013665562995711766,0.0026330981004009262
EF603669.1.1502,0.01920356778206073,0.0013591595133739499,-0.000399741238425282
EU622762.1.1520,0.0009387926327985746,-0.031398499248056225,-0.0046128522322682105
EU871388.1.1502,-0.015324534090200537,0.008169679115146723,0.005830431379149929
GQ358914.1.1502,-0.0056233331112895465,0.003100367119996922,0.0006940061485317476
JQ083910.1.1502,0.0078380003079237,-0.0021904170005158604,-0.001286585747891893
JQ084431.1.1502,0.011241660052189557,0.04710095751046202,-0.006664759286458328
JX645603.1.1530,-0.0007651480573575414,-0.009266943483146198,0.002320778152166191
LC028672.1.1514,-0.018093003886391644,0.005658654194091056,0.005376896269726743
